cg	12.1
ca	9.8
ta	6.3
ag	2.1
gg	6.1
aa	2.9
ga	4.5
at	1.6
ac	2.3
gc	4.0
cc	6.1
ct	2.1
gt	2.3
tc	4.5
tg	9.8
tt	2.8
