aa	35.5
ac	33.1
ag	30.6
at	43.2
ca	37.7
cc	35.3
cg	31.3
ct	30.6
ga	39.6
gc	38.4
gg	35.3
gt	33.1
ta	31.6
tc	39.6
tg	37.7
tt	35.5
